Id,SalePrice
1461,114774.528415
1462,156824.328134
1463,200799.849291
1464,203069.887949
1465,178488.242355
1466,176940.845255
1467,183267.295276
1468,164193.720492
1469,197352.203481
1470,122614.839078
1471,191744.652874
1472,99120.0516948
1473,101529.166297
1474,146139.339722
1475,91786.91579
1476,350664.04118
1477,248659.035452
1478,295387.948436
1479,291448.611234
1480,462530.786154
1481,302276.149163
1482,211479.639026
1483,182528.117637
1484,164940.047761
1485,179193.045394
1486,199234.323686
1487,315051.991684
1488,233285.733607
1489,196351.807044
1490,250685.001459
1491,195331.651829
1492,84877.1565582
1493,205178.020241
1494,285501.849186
1495,272897.896622
1496,244117.248516
1497,178648.759829
1498,158112.742376
1499,153841.79414
1500,154672.151575
1501,213685.81484
1502,146016.380519
1503,286780.220137
1504,234815.639578
1505,221954.829802
1506,197686.026196
1507,271133.707356
1508,208945.334624
1509,151743.304733
1510,148372.530005
1511,154012.042664
1512,186491.912462
1513,152458.508862
1514,172590.946453
1515,230534.878234
1516,162361.619334
1517,176942.091443
1518,132649.421977
1519,234540.165409
1520,128363.161669
1521,133692.445797
1522,191224.961502
1523,116121.711372
1524,115475.50232
1525,116807.151534
1526,100221.476192
1527,111794.039452
1528,126937.432266
1529,146297.568661
1530,204690.721856
1531,148687.804357
1532,87906.4739821
1533,156273.289653
1534,122504.263906
1535,175339.34344
1536,106389.629066
1537,91914.4274481
1538,150741.298546
1539,187764.1799
1540,136224.057152
1541,138208.920006
1542,152430.199446
1543,198706.871959
1544,76774.0991069
1545,104630.44238
1546,124168.113666
1547,134258.283912
1548,130456.050182
1549,116534.930025
1550,140422.191627
1551,106671.253564
1552,162974.058977
1553,145040.224876
1554,113180.764849
1555,172324.247094
1556,85358.752631
1557,112954.763694
1558,84035.5578745
1559,112633.410771
1560,141928.786453
1561,155883.520869
1562,128444.149502
1563,122151.014835
1564,171522.740055
1565,157287.172217
1566,240719.770481
1567,74104.0109663
1568,233521.932932
1569,171532.179991
1570,126043.446056
1571,122205.486966
1572,151961.114073
1573,257206.31457
1574,142456.216931
1575,231376.177978
1576,251607.685048
1577,184842.326893
1578,131844.12236
1579,151958.302748
1580,192177.281128
1581,151331.064646
1582,119349.909555
1583,296820.209754
1584,228190.159296
1585,146403.519634
1586,56558.0905057
1587,92403.3190759
1588,154302.093458
1589,111006.820591
1590,124048.498356
1591,89456.8313187
1592,134046.594227
1593,104449.394385
1594,152831.943995
1595,120105.881379
1596,231905.754629
1597,204726.855178
1598,190543.583984
1599,175357.974804
1600,164678.788257
1601,71110.3609125
1602,115505.110216
1603,80445.5163759
1604,271757.072748
1605,241356.580316
1606,165492.368649
1607,186385.761325
1608,207379.057341
1609,188450.08795
1610,156326.500264
1611,143736.18923
1612,200972.176155
1613,182206.802655
1614,129957.7141
1615,96133.8245913
1616,74029.0929334
1617,92876.7915279
1618,123651.714681
1619,139638.400547
1620,216464.516356
1621,143601.953871
1622,150286.762556
1623,270267.737047
1624,231615.000666
1625,105880.106938
1626,180312.36371
1627,197087.905284
1628,277179.645004
1629,168329.066647
1630,342948.205835
1631,207442.921868
1632,223292.681249
1633,171718.471689
1634,191593.441914
1635,178097.25187
1636,144408.250571
1637,208972.771261
1638,187166.578212
1639,191039.861839
1640,246679.839483
1641,193094.451815
1642,241000.876748
1643,215400.928876
1644,224062.409005
1645,218875.385958
1646,156101.99931
1647,150132.14513
1648,134939.923803
1649,127197.23526
1650,117687.51852
1651,131271.054905
1652,96144.7045959
1653,95052.3714839
1654,138876.869534
1655,123374.02629
1656,136181.91949
1657,143303.141885
1658,144183.747729
1659,104675.770316
1660,165586.554567
1661,413032.085674
1662,364855.844284
1663,363532.29751
1664,438006.150842
1665,304868.686907
1666,328902.040726
1667,348752.220718
1668,336524.215822
1669,297958.26071
1670,339732.839904
1671,270840.766842
1672,406300.952566
1673,282472.970495
1674,246617.121935
1675,210596.278637
1676,214968.217232
1677,221342.390556
1678,436639.217307
1679,372089.10649
1680,327301.683042
1681,265893.204633
1682,304748.743032
1683,192358.842826
1684,174518.467664
1685,180912.02901
1686,168655.846149
1687,168018.276781
1688,192841.445049
1689,197244.622383
1690,198044.790549
1691,185177.876523
1692,259218.236536
1693,166169.240852
1694,183869.532313
1695,156474.244333
1696,262785.553132
1697,166279.634534
1698,324814.247905
1699,317153.36321
1700,258379.952106
1701,270545.52434
1702,239215.490917
1703,229277.823896
1704,275780.639075
1705,249864.391983
1706,395249.809217
1707,224932.165053
1708,199327.145904
1709,250213.839512
1710,222366.317833
1711,268003.6599
1712,255367.370108
1713,270462.997587
1714,220164.528146
1715,202554.239901
1716,177112.657016
1717,167658.453036
1718,133452.06042
