Id,SalePrice
1461,115298.716699
1462,163308.448524
1463,189037.109057
1464,200200.902993
1465,196698.257024
1466,172902.225002
1467,176650.839812
1468,167159.626584
1469,188985.388961
1470,127789.460835
1471,179347.680045
1472,102113.502599
1473,104601.322287
1474,144135.101983
1475,103082.822619
1476,362296.722246
1477,254339.77594
1478,305745.494455
1479,296282.946741
1480,434084.628595
1481,296917.264864
1482,218562.873869
1483,180126.062545
1484,174581.774763
1485,186470.954408
1486,199377.901901
1487,322046.342543
1488,222808.067999
1489,202777.821583
1490,235436.751787
1491,199667.476515
1492,87918.3290161
1493,195988.914576
1494,286365.894783
1495,280539.222432
1496,231145.213467
1497,167741.428895
1498,172383.962949
1499,164040.139181
1500,165798.763904
1501,193805.49207
1502,159101.635213
1503,270775.948103
1504,236934.684328
1505,218918.055736
1506,197351.203184
1507,236428.120194
1508,198504.076765
1509,156978.749071
1510,159975.371278
1511,162181.453437
1512,178908.045667
1513,140312.591807
1514,165832.853286
1515,192142.789425
1516,160496.675991
1517,168799.308947
1518,132739.515886
1519,220146.997723
1520,140812.835262
1521,139111.162654
1522,180877.932131
1523,113478.10459
1524,106150.19044
1525,120706.024677
1526,104551.610675
1527,109372.223879
1528,119627.349003
1529,153714.211724
1530,194720.813141
1531,150505.398641
1532,96273.5632962
1533,155070.253599
1534,117495.639873
1535,152577.227551
1536,111635.552559
1537,83479.4210842
1538,169479.347942
1539,193236.528641
1540,106805.124233
1541,135780.410883
1542,129525.929996
1543,179315.779463
1544,83545.9423088
1545,109662.920973
1546,142160.067478
1547,140703.65622
1548,126200.112951
1549,123370.422144
1550,143204.539576
1551,103773.025461
1552,149783.839981
1553,147352.652836
1554,120290.462941
1555,176262.766645
1556,91126.9601838
1557,106305.056772
1558,110501.175059
1559,102906.93083
1560,131218.041678
1561,134145.77928
1562,139803.49391
1563,127167.80339
1564,163557.935631
1565,162907.009769
1566,224127.700492
1567,78551.8999946
1568,240627.701672
1569,153766.562088
1570,141714.517423
1571,117673.3935
1572,137457.398228
1573,247058.247359
1574,129745.207366
1575,227704.193919
1576,241725.616947
1577,189811.526687
1578,143502.927028
1579,151295.922454
1580,190848.881122
1581,160687.104694
1582,123745.343229
1583,276714.642516
1584,219112.00696
1585,151258.774598
1586,65983.7803563
1587,104795.855571
1588,157982.033421
1589,103533.134817
1590,122020.650145
1591,98906.9089129
1592,123935.816675
1593,114517.322863
1594,118238.274808
1595,124857.663261
1596,219241.710496
1597,195934.102614
1598,197553.260488
1599,182723.094428
1600,174819.304858
1601,72424.9647339
1602,117090.689983
1603,80741.3827815
1604,274850.588938
1605,232022.19516
1606,159168.762783
1607,166800.121922
1608,220241.316442
1609,192082.953687
1610,164747.129713
1611,145241.63851
1612,191963.83148
1613,171342.88769
1614,137382.105734
1615,98069.4445723
1616,76833.9254796
1617,91686.8078871
1618,125881.679522
1619,144979.261249
1620,167024.779115
1621,141220.209965
1622,157272.622086
1623,259927.002184
1624,228298.576663
1625,112217.961752
1626,182040.884237
1627,191322.071827
1628,267448.131871
1629,169224.641464
1630,307258.385331
1631,221780.155852
1632,232462.444209
1633,174594.550184
1634,191238.589097
1635,182495.102248
1636,154591.778499
1637,190484.889454
1638,190503.084531
1639,182629.98657
1640,229080.66848
1641,180070.099266
1642,241826.221139
1643,214740.939659
1644,227611.097468
1645,204409.954298
1646,168493.993095
1647,152630.498908
1648,134446.350865
1649,142247.21938
1650,121025.795167
1651,124812.649762
1652,101205.752571
1653,100361.981064
1654,142655.847413
1655,131694.186649
1656,142353.569859
1657,146164.89853
1658,155035.325685
1659,111564.044135
1660,170611.719719
1661,403620.07325
1662,346552.790446
1663,360006.823652
1664,436639.966736
1665,318184.835108
1666,320287.739819
1667,349915.675474
1668,348077.680352
1669,306132.741677
1670,343348.308736
1671,260558.535151
1672,377597.283653
1673,278458.329693
1674,241319.414974
1675,205892.670737
1676,208844.991338
1677,219461.132769
1678,430776.529819
1679,350342.865157
1680,333870.17447
1681,282974.296831
1682,306103.221746
1683,195138.439148
1684,183006.114057
1685,184693.621461
1686,176191.000713
1687,165516.177823
1688,201477.938597
1689,198810.6802
1690,205546.908451
1691,198279.863623
1692,257808.783445
1693,176735.061911
1694,186005.698013
1695,156026.61679
1696,253739.842194
1697,159571.955408
1698,318046.684732
1699,307568.283592
1700,263425.692957
1701,275846.69322
1702,232079.909392
1703,226068.843485
1704,259247.283086
1705,256457.76162
1706,210968.425431
1707,229799.709318
1708,201826.423644
1709,261858.471964
1710,223603.270351
1711,273555.656375
1712,255609.430447
1713,255668.069313
1714,212364.760936
1715,207408.096522
1716,177558.422827
1717,177642.229741
1718,134902.711229
1719,220415.258038
1720,238809.084413
1721,158935.266156
1722,124227.908685
1723,160525.024697
1724,211696.960076
1725,233183.324342
1726,192093.442613
1727,153280.16224
1728,176640.409786
1729,172715.796466
1730,141356.347067
1731,121613.033292
1732,137139.135977
1733,114995.296419
1734,120822.064913
1735,129544.082659
1736,104278.15316
1737,272313.945603
1738,253270.402544
1739,226835.839867
1740,231132.023802
1741,202063.002173
1742,174450.846651
1743,179641.389081
1744,317590.871807
1745,214136.323175
1746,183653.648397
1747,213928.618643
1748,214511.483816
1749,161156.911546
1750,128716.932965
1751,242380.29955
1752,117903.503728
1753,157004.461245
1754,194713.659345
1755,176729.262111
1756,135902.37508
1757,118935.698202
1758,161299.771193
1759,161624.294505
1760,167205.308504
1761,167150.993204
1762,178043.483089
1763,190385.254842
1764,115375.103602
1765,155180.141067
1766,187259.103904
1767,200358.668611
1768,145260.783166
1769,159763.184924
1770,153474.18875
1771,129865.413558
1772,135743.784368
1773,136917.28789
1774,162766.24333
1775,141418.776944
1776,123435.121625
1777,102678.867238
1778,146290.179612
1779,134443.174769
1780,156169.898197
1781,125515.921297
1782,91849.0895076
1783,161340.520195
1784,122273.019051
1785,131851.140572
1786,154550.623065
1787,172962.456558
1788,92064.8420513
1789,104237.495679
1790,90575.4422975
1791,196126.973835
1792,148745.824514
1793,130172.448153
1794,165458.653675
1795,137043.191387
1796,137168.802677
1797,118208.816395
1798,133103.57809
1799,101925.326
1800,135254.32469
1801,129088.263751
1802,128564.511062
1803,160080.717052
1804,140914.835941
1805,137865.479088
1806,115419.935345
1807,135964.954406
1808,125518.197152
1809,131921.20791
1810,138320.597286
1811,89801.1418255
1812,98835.4721734
1813,126891.677294
1814,91333.4718534
1815,53657.8761426
1816,110747.246358
1817,140689.667718
1818,176614.932163
1819,154174.151982
1820,70974.1741037
1821,112970.940791
1822,155848.103162
1823,35198.1038335
1824,134712.829649
1825,139502.86843
1826,134808.090396
1827,98976.8371827
1828,135981.970797
1829,137508.69588
1830,142773.555571
1831,132533.204761
1832,101341.755734
1833,138049.612621
1834,135380.584274
1835,133579.417618
1836,115623.26373
1837,94890.9396911
1838,115537.115392
1839,110101.599042
1840,164901.491926
1841,136631.48467
1842,96447.2945213
1843,150487.299745
1844,153704.089367
1845,144524.728408
1846,155499.757992
1847,181427.900605
1848,62487.7857715
1849,118016.269629
1850,119349.311456
1851,148767.016222
1852,127176.711512
1853,146739.009202
1854,157657.928861
1855,149629.717579
1856,226744.603397
1857,151162.011353
1858,143971.911902
1859,128738.895323
1860,166864.305122
1861,128160.186109
1862,281514.577989
1863,273357.096548
1864,273366.665078
1865,354447.959142
1866,337698.458537
1867,216473.938182
1868,287203.0563
1869,203597.19422
1870,223230.399511
1871,262950.07464
1872,189684.684406
1873,241189.298468
1874,147228.119124
1875,190052.018277
1876,201795.395398
1877,208687.434608
1878,208191.857851
1879,142447.462664
1880,129262.188318
1881,239597.031036
1882,239503.639926
1883,187548.703999
1884,197407.478393
1885,235370.523819
1886,278482.587128
1887,213597.245095
1888,248091.450333
1889,185525.775784
1890,124234.264922
1891,146390.873779
1892,104599.022108
1893,128462.02324
1894,137563.360052
1895,144157.707919
1896,127042.845502
1897,125334.853555
1898,111798.727129
1899,168256.297455
1900,151426.653498
1901,167179.283745
1902,155581.04514
1903,201803.418334
1904,157501.996988
1905,194176.994481
1906,146983.171823
1907,221048.702215
1908,104861.127656
1909,137441.514733
1910,118634.753205
1911,204114.361303
1912,290237.675532
1913,170524.461061
1914,50546.0576496
1915,329142.434033
1916,60821.9261761
1917,232406.886035
1918,130141.348391
1919,165938.772418
1920,157606.846539
1921,366463.889314
1922,334583.494066
1923,222286.621372
1924,244555.010738
1925,208114.303757
1926,366277.290483
1927,136491.070897
1928,177008.317947
1929,113335.602841
1930,128868.205182
1931,140213.068059
1932,136373.228047
1933,213861.98837
1934,182814.33878
1935,175998.487962
1936,201917.314654
1937,182568.973428
1938,176797.180553
1939,251775.011066
1940,195965.271715
1941,173619.46707
1942,181533.194829
1943,225800.113585
1944,343207.392309
1945,370758.639734
1946,156650.573988
1947,146977.85852
1948,170522.870205
1949,232991.586043
1950,185778.834189
1951,254061.855367
1952,213503.217155
1953,193821.826619
1954,181869.240849
1955,138176.160106
1956,277308.13629
1957,153852.039466
1958,274760.42459
1959,143093.650546
1960,112516.088293
1961,126930.825803
1962,98211.1360124
1963,106820.323118
1964,111411.532707
1965,141012.191361
1966,125816.798856
1967,301158.445953
1968,366681.873121
1969,368699.881126
1970,377245.576939
1971,415759.006162
1972,354301.002386
1973,288458.708355
1974,318850.089959
1975,425313.55317
1976,268097.367739
1977,333945.707154
1978,321812.961478
1979,324732.18212
1980,221265.833226
1981,350065.656265
1982,220552.36805
1983,210729.147633
1984,180340.800717
1985,224686.453286
1986,210250.123651
1987,199237.062759
1988,188095.579942
1989,198284.680122
1990,214932.075929
1991,232830.709692
1992,223801.531985
1993,179953.737562
1994,218342.462609
1995,186868.455291
1996,282217.175626
1997,330973.344075
1998,299656.549436
1999,296438.140767
2000,295658.792593
2001,294655.128038
2002,238964.852149
2003,250929.275698
2004,286007.848791
2005,233963.362916
2006,223485.652151
2007,237366.554476
2008,230848.847812
2009,204657.834832
2010,195544.555919
2011,140276.363625
2012,179803.372231
2013,192057.401059
2014,199076.923159
2015,217648.479035
2016,198519.039515
2017,199235.230752
2018,125003.565978
2019,130057.104609
2020,89717.8910861
2021,109582.458736
2022,188669.691428
2023,142378.845768
2024,280182.006025
2025,342547.157736
2026,172718.787661
2027,162402.808888
2028,151073.967442
2029,163758.986045
2030,266561.188454
2031,245441.96476
2032,259352.681171
2033,254686.079531
2034,168669.371499
2035,220614.732564
2036,200261.10775
2037,207661.684727
2038,301959.586692
2039,233257.946942
2040,307050.79295
2041,291161.501046
2042,203635.413788
2043,172478.456185
2044,170629.680905
2045,197084.465137
2046,148750.833956
2047,141892.66373
2048,147606.041675
2049,152245.346587
2050,166340.513297
2051,103849.254891
2052,126191.964979
2053,148422.59266
2054,96475.1573946
2055,159661.325339
2056,145775.215399
2057,121216.868278
2058,221254.194174
2059,139519.144514
2060,168311.025845
2061,167389.618834
2062,125401.187469
2063,117455.25031
2064,143263.18909
2065,126121.328851
2066,171686.169856
2067,121926.247169
2068,147315.433504
2069,75898.8038626
2070,112499.440456
2071,112568.131046
2072,161091.623027
2073,136164.316343
2074,181189.261628
2075,157439.996982
2076,118173.741958
2077,161015.384815
2078,128254.854961
2079,129518.095941
2080,105930.686997
2081,120012.085806
2082,132837.004362
2083,148532.088951
2084,101378.399275
2085,111106.58258
2086,110824.047095
2087,116934.425127
2088,104966.106388
2089,74909.7229798
2090,128428.742032
2091,113251.105455
2092,136513.400938
2093,120908.89007
2094,122312.02016
2095,150572.726918
2096,80456.7624968
2097,107743.942047
2098,141996.90614
2099,69265.1569555
2100,83779.712221
2101,117452.262903
2102,122223.767844
2103,106094.373669
2104,133032.331611
2105,145500.138442
2106,82410.1105689
2107,190053.120062
2108,108619.736459
2109,106119.028315
2110,130711.496827
2111,113433.573793
2112,142576.826942
2113,121787.638747
2114,116819.829041
2115,151898.109714
2116,113830.510062
2117,150319.164011
2118,125701.173734
2119,117984.895032
2120,121891.240801
2121,104614.610142
2122,130679.094284
2123,74331.6463308
2124,155909.781738
2125,146382.001803
2126,169842.179966
2127,157106.238034
2128,127078.907768
2129,74075.4067568
2130,128405.189222
2131,141154.560148
2132,111843.260849
2133,115874.922462
2134,136080.775482
2135,86593.0530924
2136,75537.4060322
2137,108361.538833
2138,125500.460152
2139,140701.192386
2140,141044.633226
2141,156980.939896
2142,137022.890762
2143,149224.333126
2144,138668.049501
2145,145449.32327
2146,164287.788691
2147,171501.085439
2148,125086.949722
2149,145651.880732
2150,223201.848306
2151,118228.913753
2152,176619.517067
2153,168076.28115
2154,96633.4967394
2155,140744.052576
2156,252959.244059
2157,229166.1927
2158,236668.082711
2159,203330.10435
2160,206253.207237
2161,232105.398225
2162,358294.257345
2163,353572.898879
2164,253060.477211
2165,202032.358841
2166,157358.966769
2167,221277.554882
2168,193585.538784
2169,204442.484383
2170,213755.695791
2171,156948.47291
2172,140293.528453
2173,158222.745599
2174,220155.273156
2175,288977.067368
2176,297767.860124
2177,234451.760622
2178,216964.4804
2179,148359.993728
2180,209651.331264
2181,198301.176695
2182,218780.821437
2183,192421.951567
2184,125444.022707
2185,140490.540922
2186,148621.178722
2187,155877.352833
2188,157828.99717
2189,270045.812872
2190,69271.2238672
2191,61042.0267026
2192,88711.4764503
2193,119974.779232
2194,100222.204544
2195,122813.826354
2196,116051.251147
2197,124675.569903
2198,143309.726053
2199,181270.311459
2200,152141.091489
2201,150482.061809
2202,213228.420782
2203,163938.056825
2204,174177.870983
2205,124542.671915
2206,146682.003787
2207,239640.345292
2208,236617.580847
2209,232838.584534
2210,122270.374348
2211,105421.319669
2212,110808.547674
2213,106727.433105
2214,141092.378691
2215,97853.1462458
2216,148784.115943
2217,65087.8358486
2218,79618.7509567
2219,68477.2505739
2220,56579.2155206
2221,329892.792515
2222,286361.5831
2223,276604.556195
2224,204314.73391
2225,118359.258353
2226,187804.505633
2227,200290.927961
2228,281664.457629
2229,257360.854326
2230,150811.848587
2231,227400.583372
2232,179844.28861
2233,201807.774182
2234,257136.45474
2235,234962.602645
2236,248131.01799
2237,301386.516427
2238,218734.974712
2239,82989.0920591
2240,167843.458621
2241,160981.711084
2242,129679.257018
2243,128079.261082
2244,111158.022282
2245,115691.226188
2246,143308.067076
2247,119275.380363
2248,127102.079175
2249,123291.077233
2250,124172.832551
2251,131061.179644
2252,176951.292094
2253,152451.413666
2254,172771.63645
2255,185427.559396
2256,172359.189754
2257,198663.203093
2258,156606.08852
2259,178978.330308
2260,149171.940904
2261,205676.860105
2262,219387.797088
2263,347946.505818
2264,423060.53748
2265,171033.518379
2266,304817.329869
2267,340414.618991
2268,410462.616976
2269,159557.780225
2270,196489.420787
2271,210020.479433
2272,227715.193356
2273,161603.927957
2274,185047.572749
2275,172123.73399
2276,201927.22303
2277,176005.357911
2278,137277.876356
2279,137526.601048
2280,111853.756004
2281,166785.601271
2282,180973.925911
2283,110138.218245
2284,128111.068424
2285,135127.725378
2286,124995.260544
